,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,outliercalcId
296,0,3,male,23,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,3
297,0,1,female,2,1,2,151.55,S,First,child,False,C,Southampton,no,False,1
298,1,1,male,33,0,0,30.5,S,First,man,True,C,Southampton,yes,True,1
299,1,1,female,50,0,1,247.5208,C,First,woman,False,B,Cherbourg,yes,False,1
300,1,3,female,32,0,0,7.75,Q,Third,woman,False,C,Queenstown,yes,True,3
301,1,3,male,33,2,0,23.25,Q,Third,man,True,C,Queenstown,yes,False,3
302,0,3,male,19,0,0,0.0,S,Third,man,True,C,Southampton,no,True,3
303,1,2,female,32,0,0,12.35,Q,Second,woman,False,E,Queenstown,yes,True,2
304,0,3,male,33,0,0,8.05,S,Third,man,True,C,Southampton,no,True,3
305,1,1,male,0,1,2,151.55,S,First,child,False,C,Southampton,yes,False,1
306,1,1,female,32,0,0,110.8833,C,First,woman,False,C,Cherbourg,yes,True,1
307,1,1,female,17,1,0,108.9,C,First,woman,False,C,Cherbourg,yes,False,1
308,0,2,male,30,1,0,24.0,C,Second,man,True,C,Cherbourg,no,False,2
309,1,1,female,30,0,0,56.9292,C,First,woman,False,E,Cherbourg,yes,True,1
310,1,1,female,24,0,0,83.1583,C,First,woman,False,C,Cherbourg,yes,True,1
311,1,1,female,18,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,1
312,0,2,female,26,1,1,26.0,S,Second,woman,False,C,Southampton,no,False,2
313,0,3,male,28,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,3
314,0,2,male,43,1,1,26.25,S,Second,man,True,C,Southampton,no,False,2
315,1,3,female,26,0,0,7.8542,S,Third,woman,False,C,Southampton,yes,True,3
316,1,2,female,24,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,2
317,0,2,male,54,0,0,14.0,S,Second,man,True,C,Southampton,no,True,2
318,1,1,female,31,0,2,164.8667,S,First,woman,False,C,Southampton,yes,False,1
319,1,1,female,40,1,1,134.5,C,First,woman,False,E,Cherbourg,yes,False,1
320,0,3,male,22,0,0,7.25,S,Third,man,True,C,Southampton,no,True,3
321,0,3,male,27,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,3
322,1,2,female,30,0,0,12.35,Q,Second,woman,False,C,Queenstown,yes,True,2
323,1,2,female,22,1,1,29.0,S,Second,woman,False,C,Southampton,yes,False,2
324,0,3,male,33,8,2,69.55,S,Third,man,True,C,Southampton,no,False,3
325,1,1,female,36,0,0,135.6333,C,First,woman,False,C,Cherbourg,yes,True,1
326,0,3,male,61,0,0,6.2375,S,Third,man,True,C,Southampton,no,True,3
327,1,2,female,36,0,0,13.0,S,Second,woman,False,D,Southampton,yes,True,2
328,1,3,female,31,1,1,20.525,S,Third,woman,False,C,Southampton,yes,False,3
329,1,1,female,16,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,1
330,1,3,female,32,2,0,23.25,Q,Third,woman,False,C,Queenstown,yes,False,3
331,0,1,male,45,0,0,28.5,S,First,man,True,C,Southampton,no,True,1
332,0,1,male,38,0,1,153.4625,S,First,man,True,C,Southampton,no,False,1
333,0,3,male,16,2,0,18.0,S,Third,man,True,C,Southampton,no,False,3
334,1,1,female,32,1,0,133.65,S,First,woman,False,C,Southampton,yes,False,1
335,0,3,male,33,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,3
336,0,1,male,29,1,0,66.6,S,First,man,True,C,Southampton,no,False,1
337,1,1,female,41,0,0,134.5,C,First,woman,False,E,Cherbourg,yes,True,1
338,1,3,male,45,0,0,8.05,S,Third,man,True,C,Southampton,yes,True,3
339,0,1,male,45,0,0,35.5,S,First,man,True,C,Southampton,no,True,1
340,1,2,male,2,1,1,26.0,S,Second,child,False,F,Southampton,yes,False,2
341,1,1,female,24,3,2,263.0,S,First,woman,False,C,Southampton,yes,False,1
342,0,2,male,28,0,0,13.0,S,Second,man,True,C,Southampton,no,True,2
343,0,2,male,25,0,0,13.0,S,Second,man,True,C,Southampton,no,True,2
344,0,2,male,36,0,0,13.0,S,Second,man,True,C,Southampton,no,True,2
345,1,2,female,24,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True,2
346,1,2,female,40,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,2
347,1,3,female,32,1,0,16.1,S,Third,woman,False,C,Southampton,yes,False,3
348,1,3,male,3,1,1,15.9,S,Third,child,False,C,Southampton,yes,False,3
349,0,3,male,42,0,0,8.6625,S,Third,man,True,C,Southampton,no,True,3
350,0,3,male,23,0,0,9.225,S,Third,man,True,C,Southampton,no,True,3
351,0,1,male,33,0,0,35.0,S,First,man,True,C,Southampton,no,True,1
352,0,3,male,15,1,1,7.2292,C,Third,child,False,C,Cherbourg,no,False,3
353,0,3,male,25,1,0,17.8,S,Third,man,True,C,Southampton,no,False,3
354,0,3,male,33,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,3
355,0,3,male,28,0,0,9.5,S,Third,man,True,C,Southampton,no,True,3
356,1,1,female,22,0,1,55.0,S,First,woman,False,E,Southampton,yes,False,1
357,0,2,female,38,0,0,13.0,S,Second,woman,False,C,Southampton,no,True,2
358,1,3,female,32,0,0,7.8792,Q,Third,woman,False,C,Queenstown,yes,True,3
359,1,3,female,32,0,0,7.8792,Q,Third,woman,False,C,Queenstown,yes,True,3
360,0,3,male,40,1,4,27.9,S,Third,man,True,C,Southampton,no,False,3
361,0,2,male,29,1,0,27.7208,C,Second,man,True,C,Cherbourg,no,False,2
362,0,3,female,45,0,1,14.4542,C,Third,woman,False,C,Cherbourg,no,False,3
363,0,3,male,35,0,0,7.05,S,Third,man,True,C,Southampton,no,True,3
364,0,3,male,33,1,0,15.5,Q,Third,man,True,C,Queenstown,no,False,3
365,0,3,male,30,0,0,7.25,S,Third,man,True,C,Southampton,no,True,3
366,1,1,female,60,1,0,75.25,C,First,woman,False,D,Cherbourg,yes,False,1
367,1,3,female,32,0,0,7.2292,C,Third,woman,False,C,Cherbourg,yes,True,3
368,1,3,female,32,0,0,7.75,Q,Third,woman,False,C,Queenstown,yes,True,3
369,1,1,female,24,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,1
370,1,1,male,25,1,0,55.4417,C,First,man,True,E,Cherbourg,yes,False,1
371,0,3,male,18,1,0,6.4958,S,Third,man,True,C,Southampton,no,False,3
372,0,3,male,19,0,0,8.05,S,Third,man,True,C,Southampton,no,True,3
373,0,1,male,22,0,0,135.6333,C,First,man,True,C,Cherbourg,no,True,1
374,0,3,female,3,3,1,21.075,S,Third,child,False,C,Southampton,no,False,3
375,1,1,female,32,1,0,82.1708,C,First,woman,False,C,Cherbourg,yes,False,1
376,1,3,female,22,0,0,7.25,S,Third,woman,False,C,Southampton,yes,True,3
377,0,1,male,27,0,2,211.5,C,First,man,True,C,Cherbourg,no,False,1
378,0,3,male,20,0,0,4.0125,C,Third,man,True,C,Cherbourg,no,True,3
379,0,3,male,19,0,0,7.775,S,Third,man,True,C,Southampton,no,True,3
380,1,1,female,42,0,0,227.525,C,First,woman,False,C,Cherbourg,yes,True,1
381,1,3,female,1,0,2,15.7417,C,Third,child,False,C,Cherbourg,yes,False,3
382,0,3,male,32,0,0,7.925,S,Third,man,True,C,Southampton,no,True,3
383,1,1,female,35,1,0,52.0,S,First,woman,False,C,Southampton,yes,False,1
384,0,3,male,33,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,3
385,0,2,male,18,0,0,73.5,S,Second,man,True,C,Southampton,no,True,2
386,0,3,male,1,5,2,46.9,S,Third,child,False,C,Southampton,no,False,3
387,1,2,female,36,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,2
388,0,3,male,33,0,0,7.7292,Q,Third,man,True,C,Queenstown,no,True,3
389,1,2,female,17,0,0,12.0,C,Second,woman,False,C,Cherbourg,yes,True,2
390,1,1,male,36,1,2,120.0,S,First,man,True,B,Southampton,yes,False,1
391,1,3,male,21,0,0,7.7958,S,Third,man,True,C,Southampton,yes,True,3
392,0,3,male,28,2,0,7.925,S,Third,man,True,C,Southampton,no,False,3
393,1,1,female,23,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,1
394,1,3,female,24,0,2,16.7,S,Third,woman,False,G,Southampton,yes,False,3
395,0,3,male,22,0,0,7.7958,S,Third,man,True,C,Southampton,no,True,3
396,0,3,female,31,0,0,7.8542,S,Third,woman,False,C,Southampton,no,True,3
397,0,2,male,46,0,0,26.0,S,Second,man,True,C,Southampton,no,True,2
398,0,2,male,23,0,0,10.5,S,Second,man,True,C,Southampton,no,True,2
399,1,2,female,28,0,0,12.65,S,Second,woman,False,C,Southampton,yes,True,2
400,1,3,male,39,0,0,7.925,S,Third,man,True,C,Southampton,yes,True,3
401,0,3,male,26,0,0,8.05,S,Third,man,True,C,Southampton,no,True,3
402,0,3,female,21,1,0,9.825,S,Third,woman,False,C,Southampton,no,False,3
403,0,3,male,28,1,0,15.85,S,Third,man,True,C,Southampton,no,False,3
404,0,3,female,20,0,0,8.6625,S,Third,woman,False,C,Southampton,no,True,3
405,0,2,male,34,1,0,21.0,S,Second,man,True,C,Southampton,no,False,2
406,0,3,male,51,0,0,7.75,S,Third,man,True,C,Southampton,no,True,3
407,1,2,male,3,1,1,18.75,S,Second,child,False,C,Southampton,yes,False,2
408,0,3,male,21,0,0,7.775,S,Third,man,True,C,Southampton,no,True,3
409,0,3,female,32,3,1,25.4667,S,Third,woman,False,C,Southampton,no,False,3
410,0,3,male,33,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,3
411,0,3,male,33,0,0,6.8583,Q,Third,man,True,C,Queenstown,no,True,3
412,1,1,female,33,1,0,90.0,Q,First,woman,False,C,Queenstown,yes,False,1
413,0,2,male,33,0,0,0.0,S,Second,man,True,C,Southampton,no,True,2
414,1,3,male,44,0,0,7.925,S,Third,man,True,C,Southampton,yes,True,3
415,0,3,female,32,0,0,8.05,S,Third,woman,False,C,Southampton,no,True,3
416,1,2,female,34,1,1,32.5,S,Second,woman,False,C,Southampton,yes,False,2
417,1,2,female,18,0,2,13.0,S,Second,woman,False,C,Southampton,yes,False,2
418,0,2,male,30,0,0,13.0,S,Second,man,True,C,Southampton,no,True,2
419,0,3,female,10,0,2,24.15,S,Third,child,False,C,Southampton,no,False,3
420,0,3,male,33,0,0,7.8958,C,Third,man,True,C,Cherbourg,no,True,3
421,0,3,male,21,0,0,7.7333,Q,Third,man,True,C,Queenstown,no,True,3
422,0,3,male,29,0,0,7.875,S,Third,man,True,C,Southampton,no,True,3
423,0,3,female,28,1,1,14.4,S,Third,woman,False,C,Southampton,no,False,3
424,0,3,male,18,1,1,20.2125,S,Third,man,True,C,Southampton,no,False,3
425,0,3,male,33,0,0,7.25,S,Third,man,True,C,Southampton,no,True,3
426,1,2,female,28,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,2
427,1,2,female,19,0,0,26.0,S,Second,woman,False,C,Southampton,yes,True,2
428,0,3,male,33,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,3
429,1,3,male,32,0,0,8.05,S,Third,man,True,E,Southampton,yes,True,3
430,1,1,male,28,0,0,26.55,S,First,man,True,C,Southampton,yes,True,1
431,1,3,female,32,1,0,16.1,S,Third,woman,False,C,Southampton,yes,False,3
432,1,2,female,42,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,2
433,0,3,male,17,0,0,7.125,S,Third,man,True,C,Southampton,no,True,3
434,0,1,male,50,1,0,55.9,S,First,man,True,E,Southampton,no,False,1
435,1,1,female,14,1,2,120.0,S,First,child,False,B,Southampton,yes,False,1
436,0,3,female,21,2,2,34.375,S,Third,woman,False,C,Southampton,no,False,3
437,1,2,female,24,2,3,18.75,S,Second,woman,False,C,Southampton,yes,False,2
438,0,1,male,64,1,4,263.0,S,First,man,True,C,Southampton,no,False,1
439,0,2,male,31,0,0,10.5,S,Second,man,True,C,Southampton,no,True,2
440,1,2,female,45,1,1,26.25,S,Second,woman,False,C,Southampton,yes,False,2
441,0,3,male,20,0,0,9.5,S,Third,man,True,C,Southampton,no,True,3
442,0,3,male,25,1,0,7.775,S,Third,man,True,C,Southampton,no,False,3
443,1,2,female,28,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,2
444,1,3,male,33,0,0,8.1125,S,Third,man,True,C,Southampton,yes,True,3
445,1,1,male,4,0,2,81.8583,S,First,child,False,A,Southampton,yes,False,1
446,1,2,female,13,0,1,19.5,S,Second,child,False,C,Southampton,yes,False,2
447,1,1,male,34,0,0,26.55,S,First,man,True,C,Southampton,yes,True,1
448,1,3,female,5,2,1,19.2583,C,Third,child,False,C,Cherbourg,yes,False,3
449,1,1,male,52,0,0,30.5,S,First,man,True,C,Southampton,yes,True,1
450,0,2,male,36,1,2,27.75,S,Second,man,True,C,Southampton,no,False,2
451,0,3,male,33,1,0,19.9667,S,Third,man,True,C,Southampton,no,False,3
452,0,1,male,30,0,0,27.75,C,First,man,True,C,Cherbourg,no,True,1
453,1,1,male,49,1,0,89.1042,C,First,man,True,C,Cherbourg,yes,False,1
454,0,3,male,33,0,0,8.05,S,Third,man,True,C,Southampton,no,True,3
455,1,3,male,29,0,0,7.8958,C,Third,man,True,C,Cherbourg,yes,True,3
456,0,1,male,65,0,0,26.55,S,First,man,True,E,Southampton,no,True,1
457,1,1,female,32,1,0,51.8625,S,First,woman,False,D,Southampton,yes,False,1
458,1,2,female,50,0,0,10.5,S,Second,woman,False,C,Southampton,yes,True,2
459,0,3,male,33,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,3
460,1,1,male,48,0,0,26.55,S,First,man,True,E,Southampton,yes,True,1
461,0,3,male,34,0,0,8.05,S,Third,man,True,C,Southampton,no,True,3
462,0,1,male,47,0,0,38.5,S,First,man,True,E,Southampton,no,True,1
463,0,2,male,48,0,0,13.0,S,Second,man,True,C,Southampton,no,True,2
464,0,3,male,33,0,0,8.05,S,Third,man,True,C,Southampton,no,True,3
465,0,3,male,38,0,0,7.05,S,Third,man,True,C,Southampton,no,True,3
466,0,2,male,33,0,0,0.0,S,Second,man,True,C,Southampton,no,True,2
467,0,1,male,56,0,0,26.55,S,First,man,True,C,Southampton,no,True,1
468,0,3,male,33,0,0,7.725,Q,Third,man,True,C,Queenstown,no,True,3
469,1,3,female,0,2,1,19.2583,C,Third,child,False,C,Cherbourg,yes,False,3
470,0,3,male,33,0,0,7.25,S,Third,man,True,C,Southampton,no,True,3
471,0,3,male,38,0,0,8.6625,S,Third,man,True,C,Southampton,no,True,3
472,1,2,female,33,1,2,27.75,S,Second,woman,False,C,Southampton,yes,False,2
473,1,2,female,23,0,0,13.7917,C,Second,woman,False,D,Cherbourg,yes,True,2
474,0,3,female,22,0,0,9.8375,S,Third,woman,False,C,Southampton,no,True,3
475,0,1,male,33,0,0,52.0,S,First,man,True,A,Southampton,no,True,1
476,0,2,male,34,1,0,21.0,S,Second,man,True,C,Southampton,no,False,2
477,0,3,male,29,1,0,7.0458,S,Third,man,True,C,Southampton,no,False,3
478,0,3,male,22,0,0,7.5208,S,Third,man,True,C,Southampton,no,True,3
479,1,3,female,2,0,1,12.2875,S,Third,child,False,C,Southampton,yes,False,3
480,0,3,male,9,5,2,46.9,S,Third,child,False,C,Southampton,no,False,3
481,0,2,male,33,0,0,0.0,S,Second,man,True,C,Southampton,no,True,2
482,0,3,male,50,0,0,8.05,S,Third,man,True,C,Southampton,no,True,3
483,1,3,female,63,0,0,9.5875,S,Third,woman,False,C,Southampton,yes,True,3
484,1,1,male,25,1,0,91.0792,C,First,man,True,B,Cherbourg,yes,False,1
485,0,3,female,32,3,1,25.4667,S,Third,woman,False,C,Southampton,no,False,3
486,1,1,female,35,1,0,90.0,S,First,woman,False,C,Southampton,yes,False,1
487,0,1,male,58,0,0,29.7,C,First,man,True,B,Cherbourg,no,True,1
488,0,3,male,30,0,0,8.05,S,Third,man,True,C,Southampton,no,True,3
489,1,3,male,9,1,1,15.9,S,Third,child,False,C,Southampton,yes,False,3
490,0,3,male,33,1,0,19.9667,S,Third,man,True,C,Southampton,no,False,3
491,0,3,male,21,0,0,7.25,S,Third,man,True,C,Southampton,no,True,3
492,0,1,male,55,0,0,30.5,S,First,man,True,C,Southampton,no,True,1
493,0,1,male,71,0,0,49.5042,C,First,man,True,C,Cherbourg,no,True,1
494,0,3,male,21,0,0,8.05,S,Third,man,True,C,Southampton,no,True,3
495,0,3,male,33,0,0,14.4583,C,Third,man,True,C,Cherbourg,no,True,3
496,1,1,female,54,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,1
497,0,3,male,33,0,0,15.1,S,Third,man,True,C,Southampton,no,True,3
498,0,1,female,25,1,2,151.55,S,First,woman,False,C,Southampton,no,False,1
499,0,3,male,24,0,0,7.7958,S,Third,man,True,C,Southampton,no,True,3
500,0,3,male,17,0,0,8.6625,S,Third,man,True,C,Southampton,no,True,3
501,0,3,female,21,0,0,7.75,Q,Third,woman,False,C,Queenstown,no,True,3
502,0,3,female,32,0,0,7.6292,Q,Third,woman,False,C,Queenstown,no,True,3
503,0,3,female,37,0,0,9.5875,S,Third,woman,False,C,Southampton,no,True,3
504,1,1,female,16,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,1
505,0,1,male,18,1,0,108.9,C,First,man,True,C,Cherbourg,no,False,1
506,1,2,female,33,0,2,26.0,S,Second,woman,False,C,Southampton,yes,False,2
507,1,1,male,33,0,0,26.55,S,First,man,True,C,Southampton,yes,True,1
508,0,3,male,28,0,0,22.525,S,Third,man,True,C,Southampton,no,True,3
509,1,3,male,26,0,0,56.4958,S,Third,man,True,C,Southampton,yes,True,3
510,1,3,male,29,0,0,7.75,Q,Third,man,True,C,Queenstown,yes,True,3
511,0,3,male,33,0,0,8.05,S,Third,man,True,C,Southampton,no,True,3
512,1,1,male,36,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,1
513,1,1,female,54,1,0,59.4,C,First,woman,False,C,Cherbourg,yes,False,1
514,0,3,male,24,0,0,7.4958,S,Third,man,True,C,Southampton,no,True,3
515,0,1,male,47,0,0,34.0208,S,First,man,True,D,Southampton,no,True,1
516,1,2,female,34,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True,2
517,0,3,male,33,0,0,24.15,Q,Third,man,True,C,Queenstown,no,True,3
518,1,2,female,36,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,2
519,0,3,male,32,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,3
520,1,1,female,30,0,0,93.5,S,First,woman,False,B,Southampton,yes,True,1
521,0,3,male,22,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,3
522,0,3,male,33,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,3
523,1,1,female,44,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,1
524,0,3,male,33,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,3
525,0,3,male,40,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,3
526,1,2,female,50,0,0,10.5,S,Second,woman,False,C,Southampton,yes,True,2
527,0,1,male,33,0,0,221.7792,S,First,man,True,C,Southampton,no,True,1
528,0,3,male,39,0,0,7.925,S,Third,man,True,C,Southampton,no,True,3
529,0,2,male,23,2,1,11.5,S,Second,man,True,C,Southampton,no,False,2
530,1,2,female,2,1,1,26.0,S,Second,child,False,C,Southampton,yes,False,2
531,0,3,male,33,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,3
532,0,3,male,17,1,1,7.2292,C,Third,man,True,C,Cherbourg,no,False,3
533,1,3,female,32,0,2,22.3583,C,Third,woman,False,C,Cherbourg,yes,False,3
534,0,3,female,30,0,0,8.6625,S,Third,woman,False,C,Southampton,no,True,3
535,1,2,female,7,0,2,26.25,S,Second,child,False,C,Southampton,yes,False,2
536,0,1,male,45,0,0,26.55,S,First,man,True,B,Southampton,no,True,1
537,1,1,female,30,0,0,106.425,C,First,woman,False,C,Cherbourg,yes,True,1
538,0,3,male,33,0,0,14.5,S,Third,man,True,C,Southampton,no,True,3
539,1,1,female,22,0,2,49.5,C,First,woman,False,B,Cherbourg,yes,False,1
540,1,1,female,36,0,2,71.0,S,First,woman,False,B,Southampton,yes,False,1
541,0,3,female,9,4,2,31.275,S,Third,child,False,C,Southampton,no,False,3
542,0,3,female,11,4,2,31.275,S,Third,child,False,C,Southampton,no,False,3
543,1,2,male,32,1,0,26.0,S,Second,man,True,C,Southampton,yes,False,2
544,0,1,male,50,1,0,106.425,C,First,man,True,C,Cherbourg,no,False,1
545,0,1,male,64,0,0,26.0,S,First,man,True,C,Southampton,no,True,1
546,1,2,female,19,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,2
547,1,2,male,33,0,0,13.8625,C,Second,man,True,C,Cherbourg,yes,True,2
548,0,3,male,33,1,1,20.525,S,Third,man,True,C,Southampton,no,False,3
549,1,2,male,8,1,1,36.75,S,Second,child,False,C,Southampton,yes,False,2
550,1,1,male,17,0,2,110.8833,C,First,man,True,C,Cherbourg,yes,False,1
551,0,2,male,27,0,0,26.0,S,Second,man,True,C,Southampton,no,True,2
552,0,3,male,33,0,0,7.8292,Q,Third,man,True,C,Queenstown,no,True,3
553,1,3,male,22,0,0,7.225,C,Third,man,True,C,Cherbourg,yes,True,3
554,1,3,female,22,0,0,7.775,S,Third,woman,False,C,Southampton,yes,True,3
555,0,1,male,62,0,0,26.55,S,First,man,True,C,Southampton,no,True,1
556,1,1,female,48,1,0,39.6,C,First,woman,False,A,Cherbourg,yes,False,1
557,0,1,male,33,0,0,227.525,C,First,man,True,C,Cherbourg,no,True,1
558,1,1,female,39,1,1,79.65,S,First,woman,False,E,Southampton,yes,False,1
559,1,3,female,36,1,0,17.4,S,Third,woman,False,C,Southampton,yes,False,3
560,0,3,male,33,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,3
561,0,3,male,40,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,3
562,0,2,male,28,0,0,13.5,S,Second,man,True,C,Southampton,no,True,2
563,0,3,male,33,0,0,8.05,S,Third,man,True,C,Southampton,no,True,3
564,0,3,female,32,0,0,8.05,S,Third,woman,False,C,Southampton,no,True,3
565,0,3,male,24,2,0,24.15,S,Third,man,True,C,Southampton,no,False,3
566,0,3,male,19,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,3
567,0,3,female,29,0,4,21.075,S,Third,woman,False,C,Southampton,no,False,3
568,0,3,male,33,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,3
569,1,3,male,32,0,0,7.8542,S,Third,man,True,C,Southampton,yes,True,3
570,1,2,male,62,0,0,10.5,S,Second,man,True,C,Southampton,yes,True,2
571,1,1,female,53,2,0,51.4792,S,First,woman,False,C,Southampton,yes,False,1
572,1,1,male,36,0,0,26.3875,S,First,man,True,E,Southampton,yes,True,1
573,1,3,female,32,0,0,7.75,Q,Third,woman,False,C,Queenstown,yes,True,3
574,0,3,male,16,0,0,8.05,S,Third,man,True,C,Southampton,no,True,3
575,0,3,male,19,0,0,14.5,S,Third,man,True,C,Southampton,no,True,3
576,1,2,female,34,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,2
577,1,1,female,39,1,0,55.9,S,First,woman,False,E,Southampton,yes,False,1
578,0,3,female,32,1,0,14.4583,C,Third,woman,False,C,Cherbourg,no,False,3
579,1,3,male,32,0,0,7.925,S,Third,man,True,C,Southampton,yes,True,3
580,1,2,female,25,1,1,30.0,S,Second,woman,False,C,Southampton,yes,False,2
581,1,1,female,39,1,1,110.8833,C,First,woman,False,C,Cherbourg,yes,False,1
582,0,2,male,54,0,0,26.0,S,Second,man,True,C,Southampton,no,True,2
583,0,1,male,36,0,0,40.125,C,First,man,True,A,Cherbourg,no,True,1
584,0,3,male,33,0,0,8.7125,C,Third,man,True,C,Cherbourg,no,True,3
585,1,1,female,18,0,2,79.65,S,First,woman,False,E,Southampton,yes,False,1
586,0,2,male,47,0,0,15.0,S,Second,man,True,C,Southampton,no,True,2
587,1,1,male,60,1,1,79.2,C,First,man,True,B,Cherbourg,yes,False,1
588,0,3,male,22,0,0,8.05,S,Third,man,True,C,Southampton,no,True,3
589,0,3,male,33,0,0,8.05,S,Third,man,True,C,Southampton,no,True,3
590,0,3,male,35,0,0,7.125,S,Third,man,True,C,Southampton,no,True,3
591,1,1,female,52,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,1
